account_id,customer_id,account_type,currency,balance
ACC0001057,CUST003854,Escrow,EUR,3736040.67
ACC0001058,CUST003256,Escrow,INR,1496228.99
ACC0001059,CUST001024,Nostro,EUR,3366274.92
ACC0001060,CUST001255,Nostro,GBP,4443810.55
ACC0001061,CUST006892,Current,GBP,2679915.08
ACC0001062,CUST008276,Current,INR,58927.81
ACC0001063,CUST009987,Nostro,USD,3993841.64
ACC0001064,CUST009479,Savings,USD,4653786.71
ACC0001065,CUST001041,Escrow,AED,2897321.72
ACC0001066,CUST005619,Savings,USD,210003.46
ACC0001067,CUST000636,Current,INR,2404150.37
ACC0001068,CUST003763,Savings,USD,3269675.42
ACC0001069,CUST008155,Nostro,EUR,2594402.82
ACC0001070,CUST000568,Current,AED,4451133.62
ACC0001071,CUST005063,Nostro,INR,29910.37
ACC0001072,CUST008782,Savings,GBP,3808381.41
ACC0001073,CUST004415,Nostro,USD,1696778.88
ACC0001074,CUST007959,Nostro,USD,1333947.17
ACC0001075,CUST004917,Current,EUR,2506095.79
ACC0001076,CUST008994,Nostro,EUR,3743866.23
ACC0001077,CUST000710,Savings,USD,2918996.06
ACC0001078,CUST008305,Savings,INR,276907.17
ACC0001079,CUST001078,Nostro,EUR,4563901.75
ACC0001080,CUST009785,Current,INR,1461144.13
ACC0001081,CUST003933,Escrow,AED,3520148.35
ACC0001082,CUST002867,Savings,GBP,4501415.77
ACC0001083,CUST000462,Savings,GBP,722124.12
ACC0001084,CUST000755,Nostro,AED,3434484.98
ACC0001085,CUST003332,Current,INR,4584944.72
ACC0001086,CUST002584,Escrow,AED,1467508.44
ACC0001087,CUST001086,Escrow,EUR,3937927.36
ACC0001088,CUST008848,Escrow,INR,3449069.45
ACC0001089,CUST007007,Escrow,USD,2815260.93
ACC0001090,CUST006833,Savings,INR,1507283.59
ACC0001091,CUST009613,Escrow,GBP,3965570.99
ACC0001092,CUST008947,Current,INR,4746079.25
ACC0001093,CUST005057,Current,INR,3612149.95
ACC0001094,CUST008637,Savings,GBP,4604438.9
ACC0001095,CUST002933,Savings,INR,1934825.23
ACC0001096,CUST001585,Current,EUR,2068143.32
ACC0001097,CUST002639,Nostro,INR,1600259.54
ACC0001098,CUST002491,Current,INR,1550323.84
ACC0001099,CUST006825,Current,GBP,1371870.88
ACC0001100,CUST009240,Current,GBP,4215397.03
ACC0001101,CUST008291,Nostro,AED,3702863.07
ACC0001102,CUST001428,Escrow,INR,4571882.36
ACC0001103,CUST002061,Current,GBP,2397100.07
ACC0001104,CUST000359,Escrow,AED,2715389.4
ACC0001105,CUST007230,Nostro,USD,1932992.38
ACC0001106,CUST002639,Savings,AED,4363356.28
ACC0001107,CUST004843,Current,USD,1154023.36
ACC0001108,CUST003147,Nostro,AED,3260746.27
ACC0001109,CUST002868,Current,INR,1079415.67
ACC0001110,CUST007809,Current,INR,710205.91
ACC0001111,CUST003515,Nostro,AED,697410.07
ACC0001112,CUST005418,Current,EUR,870033.83
ACC0001113,CUST005083,Current,GBP,2367070.66
ACC0001114,CUST000874,Savings,USD,2537801.04
ACC0001115,CUST006442,Current,GBP,479125.28
ACC0001116,CUST001638,Nostro,USD,1708791.42
ACC0001117,CUST004582,Savings,GBP,2924708.4
ACC0001118,CUST001840,Savings,GBP,4123478.92
ACC0001119,CUST005168,Escrow,GBP,3255024.33
ACC0001120,CUST004835,Savings,USD,4947700.82
ACC0001121,CUST000925,Nostro,INR,1085341.7
ACC0001122,CUST000723,Nostro,AED,3887287.91
ACC0001123,CUST008207,Current,GBP,3313376.32
ACC0001124,CUST005732,Savings,GBP,16557.33
ACC0001125,CUST007043,Savings,AED,760420.26
ACC0001126,CUST008772,Current,AED,4019182.57
ACC0001127,CUST004522,Current,AED,3273776.18
ACC0001128,CUST004121,Savings,EUR,4673925.14
ACC0001129,CUST003903,Savings,INR,881252.93
ACC0001130,CUST003354,Escrow,GBP,1681646.07
ACC0001131,CUST009035,Nostro,INR,4277785.46
ACC0001132,CUST002241,Current,AED,90684.45
ACC0001133,CUST003113,Nostro,EUR,4768185.03
ACC0001134,CUST009447,Savings,EUR,2970465.16
ACC0001135,CUST001071,Savings,USD,4778031.96
ACC0001136,CUST004588,Escrow,GBP,380542.24
ACC0001137,CUST003095,Nostro,AED,497506.62
ACC0001138,CUST007124,Current,USD,223404.0
ACC0001139,CUST004348,Current,EUR,2948248.8
ACC0001140,CUST008298,Savings,GBP,91618.64
ACC0001141,CUST007369,Escrow,INR,4007963.54
ACC0001142,CUST006901,Current,INR,3680070.21
ACC0001143,CUST009202,Savings,INR,4272321.03
ACC0001144,CUST007231,Savings,GBP,4161911.55
ACC0001145,CUST009255,Escrow,USD,875921.95
ACC0001146,CUST006031,Nostro,USD,3252776.39
ACC0001147,CUST003950,Escrow,GBP,1010608.3
ACC0001148,CUST008099,Nostro,USD,4086157.24
ACC0001149,CUST008951,Escrow,INR,3979353.43
ACC0001150,CUST002598,Nostro,INR,4488191.68
ACC0001151,CUST000771,Current,USD,1564275.52
ACC0001152,CUST003233,Escrow,GBP,4282932.15
ACC0001153,CUST001371,Savings,GBP,191997.52
ACC0001154,CUST000740,Savings,USD,2803403.57
ACC0001155,CUST004381,Current,AED,2956691.38
ACC0001156,CUST006095,Escrow,AED,3612675.88
ACC0001157,CUST002235,Savings,GBP,405807.25
ACC0001158,CUST009196,Current,USD,4022974.39
ACC0001159,CUST005093,Savings,INR,3180008.02
ACC0001160,CUST009592,Savings,AED,3545673.71
ACC0001161,CUST004866,Current,EUR,3609882.75
ACC0001162,CUST004562,Nostro,EUR,2342016.26
ACC0001163,CUST009691,Savings,EUR,3213106.27
ACC0001164,CUST006817,Savings,AED,3358842.16
ACC0001165,CUST002470,Current,GBP,1843813.99
ACC0001166,CUST001320,Nostro,EUR,28375.08
ACC0001167,CUST004113,Nostro,USD,3684071.25
ACC0001168,CUST003786,Current,GBP,1095980.26
ACC0001169,CUST004464,Current,GBP,4520994.7
ACC0001170,CUST009214,Savings,EUR,2582736.12
ACC0001171,CUST004796,Nostro,USD,1195607.19
ACC0001172,CUST008069,Savings,INR,4873313.14
ACC0001173,CUST000186,Savings,AED,105953.96
ACC0001174,CUST000330,Current,AED,531795.44
ACC0001175,CUST000122,Savings,AED,454498.57
ACC0001176,CUST001904,Nostro,INR,2458129.09
ACC0001177,CUST006123,Escrow,AED,3963328.88
ACC0001178,CUST002757,Current,EUR,4531454.41
ACC0001179,CUST004135,Nostro,GBP,1171769.47
ACC0001180,CUST000973,Nostro,USD,1506090.97
ACC0001181,CUST004273,Escrow,GBP,4462483.69
ACC0001182,CUST000345,Savings,USD,2773244.87
ACC0001183,CUST008655,Current,EUR,401376.96
ACC0001184,CUST007491,Current,AED,4423547.05
ACC0001185,CUST008445,Current,EUR,1129063.36
ACC0001186,CUST002352,Escrow,INR,1538211.55
ACC0001187,CUST003658,Nostro,GBP,1471443.21
ACC0001188,CUST008750,Nostro,EUR,4073819.78
ACC0001189,CUST006785,Savings,AED,2219805.75
ACC0001190,CUST000862,Savings,USD,997433.25
ACC0001191,CUST003653,Savings,USD,2407534.19
ACC0001192,CUST005115,Nostro,USD,4383199.99
ACC0001193,CUST002304,Escrow,GBP,142546.99
ACC0001194,CUST006222,Nostro,GBP,2748429.96
ACC0001195,CUST002959,Nostro,GBP,2798767.18
ACC0001196,CUST000825,Savings,USD,3605908.02
ACC0001197,CUST004061,Current,INR,2538886.12
ACC0001198,CUST008264,Nostro,GBP,3604019.66
ACC0001199,CUST000392,Nostro,INR,1266161.51
ACC0001200,CUST008458,Savings,EUR,1127543.32
ACC0001201,CUST004368,Current,AED,2866268.81
ACC0001202,CUST004589,Escrow,INR,2670975.57
ACC0001203,CUST001082,Savings,USD,1481296.84
ACC0001204,CUST000626,Escrow,USD,4417861.03
ACC0001205,CUST004670,Escrow,INR,1162194.92
ACC0001206,CUST005753,Nostro,EUR,946082.29
ACC0001207,CUST004051,Escrow,INR,844284.68
ACC0001208,CUST005270,Nostro,GBP,3774767.45
ACC0001209,CUST006402,Savings,GBP,3151985.21
ACC0001210,CUST001961,Nostro,INR,4273768.83
ACC0001211,CUST005792,Escrow,EUR,3320937.15
ACC0001212,CUST009148,Current,EUR,4576248.04
ACC0001213,CUST009250,Savings,USD,3757734.06
ACC0001214,CUST003089,Escrow,EUR,1803501.6
ACC0001215,CUST008724,Nostro,INR,3194441.18
ACC0001216,CUST001743,Current,AED,3787202.23
ACC0001217,CUST002958,Escrow,GBP,1585867.01
ACC0001218,CUST007416,Nostro,GBP,2057739.88
ACC0001219,CUST009528,Savings,GBP,89487.34
ACC0001220,CUST007036,Savings,USD,2375517.81
ACC0001221,CUST003778,Escrow,GBP,4234306.9
ACC0001222,CUST003297,Nostro,USD,2477522.01
ACC0001223,CUST002962,Current,GBP,1970999.05
ACC0001224,CUST000869,Escrow,INR,3244489.79
ACC0001225,CUST000951,Nostro,AED,1031016.3
ACC0001226,CUST000340,Nostro,USD,3857522.79
ACC0001227,CUST008836,Escrow,USD,746453.23
ACC0001228,CUST001086,Current,USD,2018267.59
ACC0001229,CUST005240,Escrow,GBP,2385565.86
ACC0001230,CUST004772,Savings,EUR,1967610.62
ACC0001231,CUST003734,Nostro,USD,497306.08
ACC0001232,CUST000264,Savings,GBP,231371.49
ACC0001233,CUST008317,Escrow,GBP,3902667.8
ACC0001234,CUST003471,Savings,GBP,4548957.45
ACC0001235,CUST006409,Nostro,EUR,4025740.19
ACC0001236,CUST009822,Savings,GBP,1095315.38
ACC0001237,CUST005505,Escrow,USD,4001650.75
ACC0001238,CUST005320,Nostro,USD,3524939.71
ACC0001239,CUST006829,Savings,EUR,2273074.86
ACC0001240,CUST001329,Savings,EUR,3673199.28
ACC0001241,CUST001008,Current,USD,2155941.36
ACC0001242,CUST009556,Current,EUR,1937442.17
ACC0001243,CUST003585,Savings,USD,602148.78
ACC0001244,CUST007498,Escrow,GBP,2948760.62
ACC0001245,CUST001098,Nostro,GBP,2432960.94
ACC0001246,CUST002922,Current,GBP,1708486.74
ACC0001247,CUST003668,Escrow,EUR,2944169.3
ACC0001248,CUST007478,Current,EUR,688615.92
ACC0001249,CUST006534,Savings,GBP,1223815.17
ACC0001250,CUST006708,Current,EUR,1104311.89
ACC0001251,CUST000633,Escrow,AED,2653452.25
ACC0001252,CUST002833,Savings,USD,3197914.91
ACC0001253,CUST009103,Current,EUR,2500826.86
ACC0001254,CUST003352,Nostro,EUR,1105396.31
ACC0001255,CUST003033,Current,INR,2518306.87
ACC0001256,CUST007436,Current,EUR,710291.25
ACC0001257,CUST009398,Escrow,EUR,1099771.82
ACC0001258,CUST001920,Current,GBP,4224319.65
ACC0001259,CUST007574,Savings,GBP,1500836.23
ACC0001260,CUST006749,Nostro,INR,184672.7
ACC0001261,CUST004820,Escrow,AED,3382185.9
ACC0001262,CUST007482,Savings,AED,1170829.0
ACC0001263,CUST006532,Current,EUR,4275450.62
ACC0001264,CUST002527,Current,AED,2224746.05
ACC0001265,CUST002175,Escrow,AED,4953189.89
ACC0001266,CUST006280,Savings,EUR,3661930.22
ACC0001267,CUST008027,Escrow,EUR,1153735.72
ACC0001268,CUST006147,Escrow,USD,4318063.3
ACC0001269,CUST002099,Escrow,USD,2015433.81
ACC0001270,CUST000303,Escrow,GBP,1839244.08
ACC0001271,CUST004208,Current,AED,1378868.02
ACC0001272,CUST003208,Savings,AED,2868753.47
ACC0001273,CUST001602,Current,EUR,1587226.91
ACC0001274,CUST002445,Savings,INR,4052846.83
ACC0001275,CUST007687,Current,EUR,2417095.6
ACC0001276,CUST009515,Escrow,INR,4583831.98
ACC0001277,CUST002854,Nostro,EUR,3531215.57
ACC0001278,CUST006787,Escrow,GBP,201150.07
ACC0001279,CUST002804,Current,USD,4451372.95
ACC0001280,CUST009192,Current,USD,854763.4
ACC0001281,CUST002942,Nostro,GBP,4204839.73
ACC0001282,CUST007097,Current,EUR,1629095.4
ACC0001283,CUST007750,Nostro,AED,2164775.46
ACC0001284,CUST006705,Savings,EUR,1774648.31
ACC0001285,CUST008158,Current,GBP,4534696.69
ACC0001286,CUST008921,Savings,USD,3770817.31
ACC0001287,CUST002877,Savings,AED,1325702.41
ACC0001288,CUST009469,Current,USD,3872139.43
ACC0001289,CUST009811,Current,EUR,2026402.64
ACC0001290,CUST004176,Nostro,EUR,2222300.66
ACC0001291,CUST004858,Savings,EUR,1048822.19
ACC0001292,CUST005163,Nostro,INR,3395597.45
ACC0001293,CUST007488,Current,GBP,1500178.25
ACC0001294,CUST002529,Current,AED,667486.62
ACC0001295,CUST004389,Escrow,GBP,4032493.25
ACC0001296,CUST009621,Escrow,EUR,3584349.38
ACC0001297,CUST004116,Escrow,INR,2505348.02
ACC0001298,CUST001274,Escrow,EUR,2703349.99
ACC0001299,CUST008031,Savings,INR,3630873.28
ACC0001300,CUST000754,Current,INR,4588130.57
ACC0001301,CUST009324,Escrow,EUR,2008915.22
ACC0001302,CUST000762,Current,USD,801182.36
ACC0001303,CUST000408,Savings,EUR,1540124.43
ACC0001304,CUST002143,Savings,AED,834181.08
ACC0001305,CUST004068,Nostro,GBP,903795.32
ACC0001306,CUST000486,Nostro,INR,826386.31
ACC0001307,CUST004259,Nostro,EUR,930105.81
ACC0001308,CUST001780,Savings,INR,847189.02
ACC0001309,CUST004225,Current,AED,1263202.21
ACC0001310,CUST001307,Savings,AED,3935342.68
ACC0001311,CUST005461,Nostro,GBP,796803.96
ACC0001312,CUST005131,Current,EUR,3882119.67
ACC0001313,CUST005235,Escrow,AED,2802710.5
ACC0001314,CUST006912,Nostro,AED,4699969.51
ACC0001315,CUST000428,Savings,EUR,738002.82
ACC0001316,CUST007899,Nostro,EUR,763467.05
ACC0001317,CUST003140,Current,GBP,3462389.71
ACC0001318,CUST000165,Escrow,INR,1497348.98
ACC0001319,CUST002906,Nostro,AED,2887732.28
ACC0001320,CUST004752,Escrow,INR,2998768.99
ACC0001321,CUST009552,Current,EUR,2988653.34
ACC0001322,CUST008965,Current,AED,2830946.04
ACC0001323,CUST003655,Escrow,INR,299837.98
ACC0001324,CUST004970,Current,EUR,481281.87
ACC0001325,CUST001713,Savings,EUR,1269900.4
ACC0001326,CUST008855,Current,EUR,3551240.71
ACC0001327,CUST008648,Escrow,AED,1570918.35
ACC0001328,CUST000421,Savings,AED,502948.13
ACC0001329,CUST007547,Escrow,AED,3938845.91
ACC0001330,CUST005511,Savings,AED,3715610.38
ACC0001331,CUST005454,Current,AED,3472226.35
ACC0001332,CUST005585,Savings,GBP,4804126.4
ACC0001333,CUST009462,Escrow,INR,1149816.88
ACC0001334,CUST007579,Escrow,USD,1160491.58
ACC0001335,CUST008419,Current,INR,1264307.6
ACC0001336,CUST001482,Nostro,USD,825351.59
ACC0001337,CUST006846,Nostro,GBP,616285.82
ACC0001338,CUST000131,Nostro,USD,4715541.71
ACC0001339,CUST002312,Current,INR,4468368.22
ACC0001340,CUST009038,Escrow,GBP,2732194.68
ACC0001341,CUST002852,Savings,USD,1298064.73
ACC0001342,CUST007961,Current,AED,1145527.55
ACC0001343,CUST002740,Current,INR,4495926.18
ACC0001344,CUST007176,Nostro,EUR,2343823.24
ACC0001345,CUST007969,Savings,USD,3508995.14
ACC0001346,CUST001386,Nostro,INR,1667184.32
ACC0001347,CUST006878,Current,EUR,4646097.58
ACC0001348,CUST001413,Savings,GBP,1131031.73
ACC0001349,CUST001898,Escrow,AED,4777546.99
ACC0001350,CUST004141,Escrow,EUR,4953427.32
ACC0001351,CUST007577,Nostro,INR,1142508.02
ACC0001352,CUST003348,Current,INR,3844902.83
ACC0001353,CUST006285,Nostro,INR,4279284.6
ACC0001354,CUST002557,Escrow,USD,1355475.61
ACC0001355,CUST006407,Escrow,GBP,1313922.18
ACC0001356,CUST003723,Savings,EUR,970056.34
ACC0001357,CUST000092,Current,GBP,4641558.91
ACC0001358,CUST009036,Savings,USD,3066850.87
ACC0001359,CUST003312,Current,AED,758713.42
ACC0001360,CUST001238,Savings,USD,4392327.44
ACC0001361,CUST000501,Nostro,GBP,3940194.02
ACC0001362,CUST000681,Savings,AED,2048592.4
ACC0001363,CUST000264,Escrow,USD,3097278.9
ACC0001364,CUST003177,Current,EUR,698018.66
ACC0001365,CUST007496,Savings,GBP,1675223.44
ACC0001366,CUST002265,Nostro,INR,3074126.9
ACC0001367,CUST002391,Nostro,GBP,2714083.31
ACC0001368,CUST008180,Savings,INR,1897392.62
ACC0001369,CUST000649,Savings,EUR,2565783.39
ACC0001370,CUST003215,Nostro,AED,4631726.08
ACC0001371,CUST006869,Nostro,EUR,4883914.72
ACC0001372,CUST001567,Savings,AED,4201461.18
ACC0001373,CUST006689,Nostro,GBP,3921757.43
ACC0001374,CUST002588,Current,INR,178535.67
ACC0001375,CUST009777,Nostro,USD,395879.7
ACC0001376,CUST001801,Nostro,EUR,4046629.1
ACC0001377,CUST007733,Nostro,AED,2218445.77
ACC0001378,CUST001714,Savings,GBP,363762.33
ACC0001379,CUST002137,Savings,AED,3423513.96
ACC0001380,CUST008515,Current,INR,1350499.79
ACC0001381,CUST003481,Nostro,USD,1267899.45
ACC0001382,CUST006560,Nostro,GBP,1450388.48
ACC0001383,CUST005824,Current,AED,1618018.25
ACC0001384,CUST004280,Nostro,AED,2571577.7
ACC0001385,CUST000720,Escrow,AED,251979.9
ACC0001386,CUST003938,Escrow,AED,2640702.1
ACC0001387,CUST009930,Nostro,AED,3202631.81
ACC0001388,CUST008925,Nostro,GBP,4224380.41
ACC0001389,CUST006482,Current,USD,3942031.03
ACC0001390,CUST009500,Current,AED,3178861.16
ACC0001391,CUST009767,Nostro,INR,1727207.45
ACC0001392,CUST002175,Current,AED,2632116.06
ACC0001393,CUST000303,Savings,INR,3975928.17
ACC0001394,CUST008144,Escrow,EUR,970376.92
ACC0001395,CUST008736,Current,GBP,1149534.85
ACC0001396,CUST002668,Savings,USD,1014597.76
ACC0001397,CUST006347,Escrow,EUR,303520.06
ACC0001398,CUST002312,Escrow,AED,683986.78
ACC0001399,CUST003836,Nostro,INR,3526553.45
ACC0001400,CUST002363,Escrow,AED,3160667.87
ACC0001401,CUST003676,Savings,GBP,1102154.26
ACC0001402,CUST004073,Savings,GBP,2600559.64
ACC0001403,CUST009185,Nostro,INR,1519497.36
ACC0001404,CUST001294,Escrow,USD,2431366.71
ACC0001405,CUST002906,Savings,INR,643879.07
ACC0001406,CUST001837,Current,GBP,1505762.35
ACC0001407,CUST004450,Nostro,AED,3763098.72
ACC0001408,CUST000253,Savings,GBP,3782508.0
ACC0001409,CUST001200,Current,INR,1944670.57
ACC0001410,CUST008750,Current,INR,2474038.69
ACC0001411,CUST004044,Escrow,EUR,3391879.3
ACC0001412,CUST008024,Savings,INR,4701973.19
ACC0001413,CUST005487,Current,GBP,3171615.77
ACC0001414,CUST006452,Current,EUR,951900.02
ACC0001415,CUST008085,Savings,INR,1538626.83
ACC0001416,CUST003987,Savings,GBP,45691.42
ACC0001417,CUST004971,Current,INR,791442.37
ACC0001418,CUST007291,Nostro,EUR,4814221.17
ACC0001419,CUST003363,Nostro,USD,1999968.7
ACC0001420,CUST004488,Nostro,GBP,4120950.44
ACC0001421,CUST001390,Savings,AED,79684.16
ACC0001422,CUST003913,Current,USD,2644697.28
ACC0001423,CUST007124,Escrow,EUR,2286381.85
ACC0001424,CUST005657,Escrow,GBP,1997204.77
ACC0001425,CUST009999,Savings,EUR,1210770.34
ACC0001426,CUST002470,Current,AED,1411504.72
ACC0001427,CUST001551,Escrow,AED,4195586.1
ACC0001428,CUST003123,Current,AED,4493140.59
ACC0001429,CUST009774,Current,AED,2360921.09
ACC0001430,CUST000545,Current,GBP,1902335.7
ACC0001431,CUST008441,Escrow,INR,3920218.85
ACC0001432,CUST002681,Escrow,USD,4450097.97
ACC0001433,CUST002121,Nostro,EUR,2308067.69
ACC0001434,CUST003789,Current,GBP,4845097.16
ACC0001435,CUST006359,Nostro,USD,1669583.12
ACC0001436,CUST000473,Savings,USD,707217.91
ACC0001437,CUST004339,Savings,AED,2054840.98
ACC0001438,CUST009360,Escrow,GBP,4872446.55
ACC0001439,CUST007337,Escrow,USD,4745802.9
ACC0001440,CUST004082,Escrow,USD,1278941.46
ACC0001441,CUST009690,Savings,AED,828886.98
ACC0001442,CUST001422,Savings,USD,691621.78
ACC0001443,CUST000088,Escrow,INR,2585334.21
ACC0001444,CUST004729,Escrow,INR,1788213.62
ACC0001445,CUST009642,Savings,EUR,1261830.83
ACC0001446,CUST006078,Current,GBP,3607180.49
ACC0001447,CUST006663,Nostro,AED,839990.51
ACC0001448,CUST001368,Escrow,AED,474291.03
ACC0001449,CUST004531,Savings,AED,3376217.78
ACC0001450,CUST001157,Savings,GBP,2802124.49
ACC0001451,CUST000771,Savings,GBP,4323628.81
ACC0001452,CUST002773,Current,AED,2212500.63
ACC0001453,CUST007788,Escrow,INR,1498991.72
ACC0001454,CUST004868,Current,GBP,736114.87
ACC0001455,CUST001779,Nostro,USD,3464785.93
ACC0001456,CUST006824,Nostro,EUR,775287.57
ACC0001457,CUST001153,Escrow,INR,1282286.2
ACC0001458,CUST004865,Savings,INR,4393387.41
ACC0001459,CUST000444,Escrow,USD,1528229.11
ACC0001460,CUST006446,Escrow,INR,4808670.82
ACC0001461,CUST005849,Savings,INR,4201996.42
ACC0001462,CUST007876,Savings,EUR,1419850.13
ACC0001463,CUST006165,Escrow,AED,3910991.73
ACC0001464,CUST008077,Escrow,EUR,4555017.48
ACC0001465,CUST003039,Nostro,USD,4472886.86
ACC0001466,CUST002767,Escrow,AED,1559817.62
ACC0001467,CUST001182,Savings,AED,3335721.62
ACC0001468,CUST006754,Current,USD,3770455.59
ACC0001469,CUST008269,Savings,EUR,4875973.73
ACC0001470,CUST002613,Nostro,AED,3062895.84
ACC0001471,CUST009072,Escrow,EUR,3046518.9
ACC0001472,CUST009836,Nostro,AED,366757.22
ACC0001473,CUST005106,Current,EUR,3534270.32
ACC0001474,CUST001996,Savings,EUR,1735258.36
ACC0001475,CUST001479,Current,GBP,4564811.64
ACC0001476,CUST009160,Escrow,EUR,4166373.01
ACC0001477,CUST003075,Savings,GBP,3955996.31
ACC0001478,CUST006435,Nostro,AED,359081.93
ACC0001479,CUST006201,Savings,GBP,2300996.7
ACC0001480,CUST006344,Nostro,EUR,3078534.1
ACC0001481,CUST008774,Escrow,GBP,348281.08
ACC0001482,CUST002988,Current,GBP,1314547.18
ACC0001483,CUST005814,Savings,AED,132164.17
ACC0001484,CUST007922,Escrow,GBP,2323121.44
ACC0001485,CUST007922,Current,INR,2101938.62
ACC0001486,CUST009524,Escrow,USD,4596898.34
ACC0001487,CUST002474,Savings,USD,1901764.26
ACC0001488,CUST008055,Current,EUR,1856188.43
ACC0001489,CUST004000,Current,USD,4062181.79
ACC0001490,CUST008849,Nostro,EUR,3447914.83
ACC0001491,CUST003305,Nostro,GBP,4313451.7
ACC0001492,CUST005988,Current,USD,2942138.45
ACC0001493,CUST000314,Nostro,GBP,2724968.81
ACC0001494,CUST009272,Escrow,USD,3539640.35
ACC0001495,CUST005801,Nostro,USD,1450960.51
ACC0001496,CUST000787,Nostro,INR,286333.66
ACC0001497,CUST005178,Current,INR,3663507.34
ACC0001498,CUST006247,Escrow,INR,1867306.0
ACC0001499,CUST008414,Current,AED,1578937.87
ACC0001500,CUST002563,Nostro,USD,2896138.57
ACC0001501,CUST008256,Current,GBP,4972308.27
ACC0001502,CUST008379,Savings,USD,776765.0
ACC0001503,CUST006139,Escrow,INR,843216.42
ACC0001504,CUST001759,Escrow,AED,3745031.3
ACC0001505,CUST006593,Current,USD,4090244.95
ACC0001506,CUST009983,Savings,AED,4393269.15
ACC0001507,CUST001536,Nostro,AED,2529703.25
ACC0001508,CUST006453,Nostro,EUR,4301433.75
ACC0001509,CUST009658,Current,EUR,2759871.97
ACC0001510,CUST005994,Nostro,AED,3493573.08
ACC0001511,CUST006291,Current,INR,1579997.9
ACC0001512,CUST009138,Savings,USD,4742700.98
ACC0001513,CUST006368,Nostro,GBP,2951742.6
ACC0001514,CUST004633,Escrow,GBP,1143930.04
ACC0001515,CUST003814,Nostro,USD,2151372.41
ACC0001516,CUST007630,Nostro,GBP,4006663.86
ACC0001517,CUST007115,Current,INR,3837350.15
ACC0001518,CUST005737,Escrow,AED,3225968.69
ACC0001519,CUST006703,Current,AED,4900464.44
ACC0001520,CUST005036,Current,GBP,2193956.47
ACC0001521,CUST008084,Escrow,EUR,137808.62
ACC0001522,CUST001248,Escrow,AED,788307.92
ACC0001523,CUST006241,Current,GBP,3745122.35
ACC0001524,CUST007719,Savings,INR,2262644.21
ACC0001525,CUST008868,Current,USD,2282231.63
ACC0001526,CUST008160,Savings,EUR,1011964.21
ACC0001527,CUST001833,Escrow,AED,3950154.2
ACC0001528,CUST009580,Nostro,EUR,4199575.08
ACC0001529,CUST002499,Current,EUR,1461130.1
ACC0001530,CUST006093,Escrow,GBP,2779665.12
ACC0001531,CUST008948,Nostro,USD,4015310.22
ACC0001532,CUST006943,Nostro,GBP,4212935.28
ACC0001533,CUST009134,Current,EUR,4413803.53
ACC0001534,CUST004484,Current,GBP,1869620.62
ACC0001535,CUST009430,Nostro,GBP,4736611.43
ACC0001536,CUST007447,Savings,AED,4323492.58
ACC0001537,CUST005609,Escrow,EUR,2890787.29
ACC0001538,CUST009759,Escrow,USD,2647311.36
ACC0001539,CUST005633,Escrow,INR,940949.61
ACC0001540,CUST000350,Savings,USD,4283466.59
ACC0001541,CUST007882,Escrow,USD,2974360.84
ACC0001542,CUST001480,Escrow,AED,1420670.15
ACC0001543,CUST009867,Escrow,USD,4859993.41
ACC0001544,CUST009468,Escrow,EUR,2617365.27
ACC0001545,CUST006282,Nostro,AED,4537349.06
ACC0001546,CUST004842,Escrow,INR,2666323.48
ACC0001547,CUST001314,Escrow,GBP,4853138.12
ACC0001548,CUST004362,Current,AED,2161609.65
ACC0001549,CUST009409,Escrow,GBP,567783.52
ACC0001550,CUST007954,Nostro,EUR,4753115.77
ACC0001551,CUST004640,Nostro,INR,2062558.46
ACC0001552,CUST002497,Current,INR,2941836.58
ACC0001553,CUST006273,Savings,EUR,3074802.38
ACC0001554,CUST006877,Escrow,USD,3859361.48
ACC0001555,CUST007454,Savings,USD,875916.12
ACC0001556,CUST002913,Escrow,USD,4875617.6
ACC0001557,CUST003268,Current,AED,2065534.4
ACC0001558,CUST008465,Savings,GBP,967707.69
ACC0001559,CUST009529,Current,USD,4437940.23
ACC0001560,CUST000733,Escrow,EUR,2781888.34
ACC0001561,CUST007353,Savings,EUR,2293597.45
ACC0001562,CUST006070,Escrow,AED,431862.08
ACC0001563,CUST004944,Escrow,INR,364984.63
ACC0001564,CUST008897,Savings,AED,3741230.3
ACC0001565,CUST004187,Nostro,GBP,393394.67
ACC0001566,CUST006257,Nostro,EUR,136764.18
ACC0001567,CUST001762,Nostro,INR,6281.35
ACC0001568,CUST006445,Nostro,USD,2743474.48
ACC0001569,CUST003281,Current,INR,1302121.61
ACC0001570,CUST006136,Escrow,AED,4420419.68
ACC0001571,CUST008749,Nostro,AED,912131.99
ACC0001572,CUST002483,Savings,INR,92667.75
ACC0001573,CUST006306,Nostro,AED,4511795.27
ACC0001574,CUST007402,Nostro,INR,1484869.09
ACC0001575,CUST002221,Current,INR,2538245.9
ACC0001576,CUST000042,Savings,GBP,4726665.84
ACC0001577,CUST000021,Escrow,AED,2336379.46
ACC0001578,CUST002835,Current,EUR,137713.54
ACC0001579,CUST007030,Escrow,AED,4971689.12
ACC0001580,CUST000451,Current,EUR,3053187.09
ACC0001581,CUST002321,Current,INR,4778216.44
ACC0001582,CUST007921,Current,USD,1176441.9
ACC0001583,CUST004346,Escrow,GBP,2537460.97
ACC0001584,CUST006509,Nostro,AED,3046247.5
